Id,SpotId,UserId,UserName,Stars,Goods,Year,Month,Day,Hour,Minute,Second,CommentData,PhotoUrl1,PhotoUrl2,PhotoUrl3
2747,371,-1,"日光倾城的猪",5,1,2017,2,21,21,50,52,"在各大公众号推送说洪湖公园的荷花开了的强势洗脑下，终于在周六成行了，问了同学要不要去，结果说不去，于是我就自己一个人去了，地铁洪湖找出来，过天桥，就到了，进去的时候满池荷花，有闻到荷花荷叶的味道，人算是挺多，荷花池里面有各种颜色的花，从中间开始逛，然后到北边，再到南边，南边的荷花池比较像电影电视里面拍的那种，可惜树太少，有点晒，靠近路边啊，走廊那种荷花都被摘掉了，所以，国人素质还是。。。。个人推荐来的时候，带单反或者自拍杆，可以近距离的拍照发朋友圈装13，哈哈","http://qcloud.dpfile.com/pc/RHwtMFqEtyTQOOcVeggm0-zez0CmV-Zbfw9Bplhf_q6NI2YwUBqhZfAFjKB6H7OK.jpg","http://qcloud.dpfile.com/pc/tOZzRiU0KlyWT_U2G8skW6Q5FzzLqFpOfLONfOGMvXqo24ufVIMaoG4Bv8LMWWtO.jpg","http://qcloud.dpfile.com/pc/pA57NR7fkPNMvxRWGZPDJRUp7pf9iIsS3fE_6LfUOokb6kUW_xdEldVApwac2KoB.jpg"
2748,825,-1,"春哥江姐",5,1,2016,6,11,8,47,49,"天气不错，心情不错，时间充裕的时候会来洪湖公园走走。满眼绿色，钓鱼🐟的，摄影的，练歌的，遛娃的……","http://qcloud.dpfile.com/pc/hXc01QWTUfCPDTp417nWbg6VSVx8QuLFreUIeD_ALAINTTDZL0HoDLjOETLfGISA.jpg","http://qcloud.dpfile.com/pc/XzrFBmfGD5mJvDr02UJDaexUjmLQt4HOZ9E4Wfq58r-WnKuLdnD6M2uk6nzsOz-G.jpg","http://qcloud.dpfile.com/pc/k3zoUDNvsiw_CU3lZTkQMFcRif5kdPhz1GZCs4NwT-XJn81W6Fa25-j3oMj1nU3v.jpg"
2749,735,-1,"第五个九月",5,1,2016,9,1,18,38,53,"听闻荷花季已到尾声，多年未赏荷花的我在台风天跑去洪湖公园看荷花。坐公交地铁都可以。地铁是洪湖站，公交是洪湖公园站。第一次去洪湖公园的时候舅妈就跟我说这的荷花很美。进去一看果不其然，真是接天莲叶无穷碧啊。可惜来得晚了些，不然就是映日荷花别样红了哈哈哈～","http://qcloud.dpfile.com/pc/pIEVLnBAQf44SYzK90bInbfYPj1GuA-vK8u2XHeAV-vgFbsdQ2CSOfIepFgdZNO5.jpg","http://qcloud.dpfile.com/pc/FtASm8kc9uUEyN1xmVp1vPcg0DeBYsHXZuTC1QC56q8SaFNTIWwDAOmnXf-4q0A2.jpg","http://qcloud.dpfile.com/pc/w_6iesUNbJtCNN0BUAgWY08Eio2QQqZs6k6bOXQI4yjFpiwoDNniFvezPSUI1yJy.jpg"
2750,536,-1,"Chan一仁体艺术_",4,8,2016,4,24,6,53,24,"公园里的内湖蛮多蛮大，而且荷花节刚过，荷花还算是有，周末园内游客挺多，大多都是带着小朋友过来玩耍。想拍一些荷花的照片，奈何相机焦距不够，只能随意走走看看喽😂路遇一群摄影的，长枪短跑站一排，场面甚是壮观，我猜是深圳摄影家协会的集体活动哈😄","http://qcloud.dpfile.com/pc/BQdCx6WT3ihOEC1CaMdTsP2g_VDI-aPztXlTlkmexbR28RbnryJ5fyHJPSoQ9RbS.jpg","http://qcloud.dpfile.com/pc/1mDs9xwCHw3KajL2R9H7nH7EGZC5opIm6dKFNN8wZ_htvdv1cVuYAhDmIalrkNsa.jpg","http://qcloud.dpfile.com/pc/zv7tEVHqLH_46pdSLDDpu9cMF5wCxDH5lyBIJpoKfFOzLVagT-EpgOvqyCQjfsTV.jpg"
2751,813,-1,"dpuserAt_5617581447",4,2,2017,11,13,7,10,24,"今天休息，专程过来看公园里面人钓鱼，从公园正大门进去，往左边一直走，大约需要二十分钟就能看到别人在河边钓鱼，就是过了彩虹桥一点，那边没有荷叶地方，有人用手竿钓，有人用海竿钓，手竿钓上来全是小罗非鱼，海竿就没有看见人钓起来过，到天黑时，往回走时，发现有人还带着夜光灯，看来是准备夜钓","http://qcloud.dpfile.com/pc/5SCOMFy0Ull3lhvKyc_HDI9HOzGZhWkIRdWTAJpsKLWyir_7FSc89NCVg4kymxbF.jpg","http://qcloud.dpfile.com/pc/R18ufFEdIHtI0wa6uJwZ5NJNO5Ybt3VTJOcKD9Ilc4vxl9QDqkzI64pL3nZl8ns3.jpg","http://qcloud.dpfile.com/pc/9x02VeBd890jdVry8C4w_45aPCzxO3sK01yu80lY_mGTcgSRKm9ctmpP2NGS5BRq.jpg"
2752,110,-1,"Sweettender",5,1,2017,11,5,19,36,54,"洪湖公园位于罗湖区文锦路上，交通极方便，地铁7号线洪洞站出来上天桥下来就是正门了，公园免收费，眼下正是欣赏荷花的好时节。都说莲花开在心中，开在梦里，现在终于可以目睹实实在在的开在湖里的莲花，哈哈…。沿湖边走，先是白色的荷花，走到用木板做的小径上，四面八方都开满了又高又大朵的粉色荷花，时有微风吹来，莲花随莲叶翩翩起舞，婀娜多姿，简直是醉在荷花池里了。不过这六月天烈日炎炎下，可要提防中暑和注意防蚊虫哦。","http://qcloud.dpfile.com/pc/9c4vgEW2bo4dNtr3uJpB5-RGyy6muczkCFRVM_EO-BqVn1Bxa0MVpWVpTMSfzW5k.jpg","http://qcloud.dpfile.com/pc/CMGDU1XTgrQxru3YN7KvKyO8X57spwXCgInRe0BNHBY67BoLMOZOZUc5KNu8rjiH.jpg","http://qcloud.dpfile.com/pc/xcIaG68Uq_zKjJb2iz1Y116MTgstQx_zPeEuH8AREUda517UTRzFf78quLQANhtG.jpg"
2753,623,-1,"叶子yeh",5,2,2016,3,17,6,45,45,"深圳市洪湖公园位于深圳市罗湖区闹市中心是一个以荷花为主题，以水上活动为特色的综合性公园。里面是个锻炼散心的好地方，现在这个季节荷花开的正好赏心悦目，好多游人在拍照流连忘返，今天刚好下雨了就在亭子里面活动活动筋骨了，挺不错的。","http://qcloud.dpfile.com/pc/z6RP5CeMZsQLGHpYbTt1IRI-C0vdcQdlS89-0lEXS6zWxZ1j-nxjX2a0YBuDVDST.jpg","http://qcloud.dpfile.com/pc/fos5hS5BT_UFnnIB4H50bPS_UXeWquFlHUtuV0Goc5ZMpnkXKVtFOJ2KwtK6a0g4.jpg","http://qcloud.dpfile.com/pc/EGMRg_E_NUZgBosN6k7fb9Xm5p7vehKxO3kdJe5eiYjhR6ODm8MkBoLTpa3dZbr4.jpg"
2754,482,-1,"蓝婷序orz",5,0,2017,4,18,7,11,49,"周末全家来洪湖公园看荷花，可惜还是花苞待绽放，下星期来观看估计才是最好时间。端午节假日，人比花多。😂洪湖公园属深圳市市级公园，位于罗湖区闹市中心，地铁7号线洪湖站。文锦北路2023号是公园正门，东起洪湖东路和文锦北路，西至洪湖西路，南北分别以笋岗桥和泥岗桥为界。总面积59.15万㎡，其中陆地面积32.46万㎡，湖面面积26.69万㎡，走一圈下来要一个多小时。洪湖公园是以荷花为主题，以水上活动为特色的综合性公园。洪湖公园筹建于1984年9月，1987年1月成立洪湖公园管理处。","http://qcloud.dpfile.com/pc/MwcfjBc34FnrJ2wgGBF_6OWJ76sP3oMvZtWombMU782AGx8yumYypWVVs6WJEEJO.jpg","http://qcloud.dpfile.com/pc/5D83AvYldZw58ffC6kq_kknb7Vfdwg1HJ-p66wDnap2o24ufVIMaoG4Bv8LMWWtO.jpg","http://qcloud.dpfile.com/pc/rnLZOjHbISsqoB1ohsKNy17ajILF6ZXuJoPAQ8fUQt5H0ljsFyzKbcwQS6K-yRs1.jpg"
2755,595,-1,"Abuz176",4,0,2017,12,29,21,28,1,"七八年前曾带过小小伙伴一起去，这次和小伙伴一起再次造訪，就是想看看那荷花是否依旧美丽盛开(如图)，由于是周末人潮特别多，地铁上几乎都是在洪湖站下车去赏荷的，以前只能搭公交车，这次七号线地铁开通就方便多了，整个洪湖公园走一圈下来，边走边拍照也要几个小时，想要赏荷花的朋友，赶紧趁6月时節去走一趟吧!","http://qcloud.dpfile.com/pc/M2Uam2hQnlxMEujNmB6-j4-dU6ny6ARpEOaLSsj_FR3YLSH6j7Kw12dPmORZ5nWX.jpg","http://qcloud.dpfile.com/pc/3_LtN0jrB8e0kGDWGDvYM41tSy_ViDCdmLfOf6Ucu_3LCnwDKi-MOVwCi-2Wuecj.jpg","http://qcloud.dpfile.com/pc/ZAgdBKJRm1Sno7x6DlqPySzGSyv-98mrc8xGl2BThjbFGg7CjILlcp23jftux67y.jpg"
2756,580,-1,"种田田养猪猪",4,0,2017,12,3,15,25,42,"地铁7号线洪湖站B出口，六，七月份荷花盛开，正是欣赏荷花出淤泥而不染的韵味的最佳时候！去公园赏花时要做好防蚊虫工作，雨天那个小小的蚊虫最招不起！公园里星期一到五人少些，星期六日人超多。公园里有好多摄影达人天天在公园抓拍荷花盛开的美丽！穿旗袍和荷花合照特别般配，古韵味十足。！","http://qcloud.dpfile.com/pc/FbemQaenj8vsYjsfeSVXPprcah8AVVVDCxECVX61mc0D1jFp8aXxG3j9FsZjImge.jpg","http://qcloud.dpfile.com/pc/ljckHvkzwe1umTRXVOm8LDQz_UegRh2qEngpr5XgPDRaku7YVgiLZpTnfzxn5yfs.jpg","http://qcloud.dpfile.com/pc/aer_t4r4xGtMt1V720ayVTxX7HLcUUVnB_RqmJpwKYRcAPC4qLBRaR7N0fb_JgUd.jpg"
2757,322,-1,"文清小姐",4,0,2017,11,27,6,58,54,"6月11日听朋友说洪湖公园可以看荷花了，就兴高采烈的跑去瞧瞧了。去洪湖公园挺方便的，有很多公车停靠，我就是坐27去的。去到之后略有失望，因为今天是周末人实在是太多，而且洪湖公园里有人在唱歌，觉得环境很吵杂，有点人挤人。荷花还没有完全的绽放，朋友们大概可以下旬去比较合适，最好避开周六日哦。而且最好是一大早去，人少，清晨的风景最美","http://qcloud.dpfile.com/pc/i3kyd4PrNBhKGZSHAfLuGUwIVTUGMKu10Ej-GuZtsdGByHMpnlb8ejj7RY5PU3LH.jpg","http://qcloud.dpfile.com/pc/gEZSodJPnOzQ116fb_eIOAWMHHnnqjngliqcB--a4sYVFaGq28O-dCV-0yN51zlo.jpg","http://qcloud.dpfile.com/pc/JlmwueMSdl8JePAYAFEtnY5mohpjEdkSZoLg6QECARCNI2YwUBqhZfAFjKB6H7OK.jpg"
2758,890,-1,"冰冰爱吃白色巧克力",4,2,2016,3,1,8,39,22,"位置：距离家非常近，坐个公交，8个站就到了。住在附近两年了，一直没有机会过来玩，这次刚好公司组织旅游，过来这边吃焖鹅，才发现这个地方。我住的地方搭的公交是m363到甘坑总站下车，甘坑附近还在修地铁，开车的话都要非常小心，路面行驶面积比较小。甘坑村原是一个有着悠久历史的古老村庄，与观澜版画村、鹤湖新居、麻勘古村、大万世居等一同被誉为深圳十大客家古村落之一。身为客家人，必须得好好逛逛，由于我们到这边已经四点了，天黑了就无法参观了，于是匆匆逛了下。据同事介绍，甘坑客家小镇是华侨城集团最新打造的集深圳本土民俗、田园休闲、生态度假、文化展示、科普教育为一体的多元复合型旅游目的地，也是了解深圳原住民文化的一个重要窗口。甘坑村里，客家民居，众多古建，依山傍水，房连巷通，错落有致，犹如画卷。更有炮楼、碉楼、骑楼、吊脚楼等风情建筑融于山水之中，与几百年的客家老屋形成一种独特的客家文化载体。甘坑的保护开发方向是再造深圳的中部华侨城，还深圳人一段慢时光。甘坑客家小镇共分六大板块：文化休闲区、特色产业区、农耕体验区、湿地科普区、农业观光区、山地运动区。以生态田园为基础，以客家文化为内涵，以客家风韵建筑为空间载体，以民俗节庆、养生美食、非遗保护、田园体验为核心内容，打造集文化旅游、田园休闲、生态度假、文化展示、科普教育为一体的多元复合型旅游目的地。主要景点：状元府具有两百多年的状元府，可进府内参观，分前厅、中堂、后院。府内寸木皆为艺术结晶，千余木刻，美轮美奂，幅幅皆为故事[7]。南香楼步步寻往迹，有处特依依。到甘坑客家小镇，人们自然要到南香楼，南香楼整栋房屋楼中有楼，画中有画。雕梁画柱，生动有趣。大小几百幅雕刻物件，无不体现中华民族的智慧。炮楼院古炮楼，记载着客家人抗击外侮的不屈精神，让人联想抗日战争时期东江纵队司令员曾生在此战斗的情景。1938年，曾生任惠宝纵队总司令时，在与日军作战中不幸中弹，负伤后，他在甘坑养伤。在疗伤时期，甘坑人民给予他生活等多方面的帮助。现在可以参观曾生曾经用过的配枪枪套、子弹夹、腰带、豆油灯等，还可以秀一把“红军战士”拍摄留念","http://qcloud.dpfile.com/pc/j2hep1GM4fkEL-wpjbJ5sy81h6Jj9PJBEsFcO7ovcnU6GojjO9dGYw7vU2D4QCpn.jpg","",""
2759,570,-1,"dpuser_9335857107",5,16,2017,11,2,21,35,27,"在深圳龙岗的市区附近有这么一个小古镇，有点吃惊，建筑不错，可是指示牌没有到位，想去到最高的古漏去走了很多冤枉路。值得一探。","http://qcloud.dpfile.com/pc/j2hep1GM4fkEL-wpjbJ5sy81h6Jj9PJBEsFcO7ovcnU6GojjO9dGYw7vU2D4QCpn.jpg","http://qcloud.dpfile.com/pc/vmre73tL5YvUJo3R_VgIteFkC9DDOb864FMxWNJjI04bZyK4CeQ9J2nTR_DtjOLl.jpg",""
2760,890,-1,"natasha80",3,9,2017,3,27,8,53,3,"商业化味道太重，感觉失去了原有古村落的意义，好多都在装修，都关着门，人不少。到处都是吃的和商店。","http://qcloud.dpfile.com/pc/45qTfsv66VR_5Pkblk7orUkIpzDw_1-wZfPb88SCy_CNXDU_AS6lRQ8D6WfW7LqS.jpg","http://qcloud.dpfile.com/pc/8tbIZ8kzDQcPX1M2fkUmIb4bVRj9lLazde5gXXTAO20xG7cJk6iqLUc2dQ6mGxcb.jpg","http://qcloud.dpfile.com/pc/a35oLSGT79Vkez-JfoZ0BMDEPa_VcbMqRP5LIK6usgBpQdd5cMy35gB4qkAi2Fej.jpg"
2761,596,-1,"赢美女",4,1,2016,6,12,11,3,11,"还是给四星评分吧。1.总体印象：周日中午去的，人很多。城里人周末下乡休闲已经成为大众休闲的流行趋势了。不过在深圳去过的几个古遗迹里，甘坑古村虽然交通不算最便利的，可是是最为人熟知的深圳市区休闲古镇。应该是龙岗区政府花了不少心思宣传，希望将甘坑古镇作为一个旅游创收地吧。相比宝安区的凤凰古村，龙华区观澜湖的版画村，甘坑古村的开发度明显要高很多。2.交通：到古镇的路并没有完全修葺好，但这周日的车辆依然是络绎不绝，自驾车辆基本都堵得不成样了。但是搭乘公共交通过去也是比较麻烦的，一个是因为古镇处在工业区一隅，不像市内一样繁华，商铺林立，所以过去的街道都是尘土飞扬，和内地的乡下基本是一样的。从市内几个区过去的话，搭乘公共交通，可以坐5号环中线到上水径、或下水径（万科在这边有开发一些新的楼盘，不过整体的配套就显得比较弱了，和内地的一些乡镇类似，感觉配套还不如现在内地的一些城镇了）。再转乘公交车（M414，980等几路车直接可以坐到甘坑村委下就是一个古镇的大门牌了。不过一路都是工业厂房、野山，7站左右的路风景并不是很好了）3.游览：1）大概2个小时就能基本全逛完吧。刚进大门是一个牌坊，一条不长的商铺。接着就...<ahref="javascript:"title=""class="col-expcom-more">更多<iclass="arrow-down"></i></a>","http://qcloud.dpfile.com/pc/jCfrp0AR--A4sHnMpmf_AkpwX_5Tx_RtLt4Ul7VHKPB_7ConmpJWXBCyiyy-ZyC2.jpg","http://qcloud.dpfile.com/pc/a3wN8-H4o3PUUSNBIG-HVuLBgoAay-yv0QWKZ47-CuVkWNHdpdrlmxkxAR8JDytc.jpg","http://qcloud.dpfile.com/pc/EIpBHS_Uk8C4IDGEgH8L_NyVuhWdn5CTH4MTHFGAui6RK3h-hFCuHS35JJBoNIMT.jpg"
2762,161,-1,"蒸馏小瓶肉囡囡",3,2,2016,9,1,9,54,40,"甘坑古村，位于布吉旁边，坐地铁到下水径，再换一个公交到甘坑村委就可以直达。其实去的时候还是很方便的。刚下车的时候觉得外面的配套设施还是不够完善，因为是在村子里面，所以路很窄，还经常有大货车、水泥车穿行在里面，车一开过都是土。经常堵车，而且很容易出事故。建议来玩的朋友还是不要自己开车了。。。里面的风景相对比较淳朴，可能是因为还没有完成开发，所以一部分村子的情景还是很好的保留下来了。以后这里会被华侨城建成小镇，不知道再去会是什么样子呢～","http://qcloud.dpfile.com/pc/ZUAJHsHUCs9A2OTiCQzh_DO-fAC5P_NHyk9B-94wCWYKPeVoEqh57l6BVWW_x4HD.jpg","http://qcloud.dpfile.com/pc/2DdwQLMCSzHd6i5_fGgtAdnFpjOKj8Mumq_Q3j14IRlhh9lHPgrTSzD8SDenrcOx.jpg","http://qcloud.dpfile.com/pc/yKfSgLQ6nqQF-i3NpnBzfk5Hp1K20yjuDkYTYnj-5vpcp7ZJtBEBnyKoiJqz0kXb.jpg"
2763,648,-1,"氧气星球",2,1,2017,12,25,18,38,1,"两颗星够了不要门票，前后逛下来2个小时吧，目前还在筹建当中，过年把再来估计会好看很多，建议穿平底鞋，运动鞋，因为都是上上下下的石板路，不平整，并且巷子很窄，别带太多东西，不然会很挤，很多小吃，都大同小异，我就只吃了豆腐花，其他的天太热吃不下啊！","http://qcloud.dpfile.com/pc/QOg6CMQb4Rqm1_26L3QsfQFRWTHjUyHDYyeEUXf678kbZyK4CeQ9J2nTR_DtjOLl.jpg","",""
2764,28,-1,"卡卡彩色屋",5,2,2016,1,19,19,15,22,"周末玩下还可以啦，只是，地址不太好找，有点世外桃源的感觉，闹中取静，也不错","http://qcloud.dpfile.com/pc/yuKmL0L7yiOd6JlA-xnf4tMNycgJDMWE79zmHcEAUrtqV9PR8a0oxm-t37RLA8er.jpg","",""
2765,735,-1,"yinlu0219",2,1,2017,1,27,7,51,20,"除了一些小平房（也被改造为店铺）其他都是华侨城新建的，而且酒吧街，vr游乐园等很多都还在装修没开业，拍几张照片，一小时左右转完，对不起往返两小时路程","http://qcloud.dpfile.com/pc/yuKmL0L7yiOd6JlA-xnf4tMNycgJDMWE79zmHcEAUrtqV9PR8a0oxm-t37RLA8er.jpg","",""
2766,731,-1,"cream5270cc",4,1,2017,8,24,15,12,28,"天气好的时候想和家人一起出去走走，看网友们推荐的甘坑古村距离不远，评价也都不错，于是驱车前往。地方很好找，但进到古村后发现停车真是困难，提示的停车场一直需经过村落往里开到底，而村里游人多，穿梭不停，不太安全，两道旁本是不可以停车的，却也都塞满了车，管理不到位，可能毕竟也是没收门票的原因。古村的风景倒是非常不错的，各式树木花草映衬着浓浓的客家风格古建筑群，游人如织，行走在青石板路上，却有一番风情。父母也看的比较开心。村里还有各式客家小吃，如山水豆腐花，客家黄酒之类的，还有饭店，地方很大，据说是华侨城集团投资建成的，有部分设施还正在建设当中，以后估计是个很不错的景点，挺适合一家老小过来游览观光。","http://qcloud.dpfile.com/pc/yuKmL0L7yiOd6JlA-xnf4tMNycgJDMWE79zmHcEAUrtqV9PR8a0oxm-t37RLA8er.jpg","http://qcloud.dpfile.com/pc/U4KCSPmHhXNuwJ7q04WTbd5a92bDJ06dTbbmZGU2LOyVn1Bxa0MVpWVpTMSfzW5k.jpg","http://qcloud.dpfile.com/pc/sYqYdTNHN2CG-9FSUpEs25ITldLbhFV4_XP15rK_QFfbVVu1U9yMnrPXg6sI7xwI.jpg"
2767,171,-1,"第五个九月",3,1,2016,1,25,16,47,17,"甘坑古村还是蛮大的，逛完估摸得四五个小时，还是走马观花的那种。说实在的，实在没地方去了可以来一来，酒吧街旁边就是条臭水沟，全是仿古建筑，里面还有一家维也纳酒店。消费偏高，城楼门口旁有家银行，方便取钱。","http://qcloud.dpfile.com/pc/z1sHN4S31d5vOhQgDInrHAGuMaBSXavaIWctJUPheACRK3h-hFCuHS35JJBoNIMT.jpg","http://qcloud.dpfile.com/pc/VJzYy6ExzlKedr1bjxeD_7C7heX-Do6wGJtCOk_4eXUUgihwrhEqYvXAB6XaJxyx.jpg","http://qcloud.dpfile.com/pc/obYwkRcUVUAOElgDRT3efEtpFtIqRTKCfB7-ExNn_irl01bGKje4bTK6Oeq0JGPi.jpg"
2768,262,-1,"SUN嘟啦",4,0,2016,1,10,10,3,38,"交通:过来这里还算方便，坐地铁到草埔B出口，然后公交M414路就可以直达环境:有一些地方还没有建好，但是大多数地方都特别漂亮饮食:没在里面吃东西，建议自己带一些东西过来吃，然后自己出去吃喜欢这个古色古香的小镇，拍到了很多很喜欢的照片，和很喜欢的小姐姐一起玩耍，等完全建好之后还要和这个小姐姐来一次！","http://qcloud.dpfile.com/pc/SR4VgeLau3kETwTAVREys9lyiVpchaHRO9TOdV7OLICpkp-ABCJD1UnsgLB_I2M2.jpg","http://qcloud.dpfile.com/pc/rjDRwpTmglJVk6578KI5rHynFat9SrjYXRxCs5zdPwFsmvqqAUBYFKXKPYBbWVXI.jpg","http://qcloud.dpfile.com/pc/PEZW6nAvSr4elT2rFTzF5NhKziikM5XRbKHHRG-IpQnji2Pu1EuUZJhHTlYxchOc.jpg"
2769,174,-1,"Tracymemememe",5,0,2016,10,16,18,49,21,"甘坑在布吉那边停车是有位停车，但是还是要走一回.环境很漂亮，很适合拍照，摆拍.去那拍了不少照片.环境很古风.周六日节假日人挺多的.里面竟然有新龙门客栈，挺吸引人的.那里也有很多小店，有卖客家小吃、酒等等.在那买了几罐他们自制的芝麻酱，回家蘸吐司吃.还在外面地铁站喝了饮料.","http://qcloud.dpfile.com/pc/bDaT6A_pqwl-172eoKfx5qmVgSR4J9IVQ5J0Ssr0xbDmpnmp5jEiIoI0mN2VVfiS.jpg","http://qcloud.dpfile.com/pc/QM-dYKkgTAGABmdlGrihS0E09GY7DYahYH-Fd2p0yyoO3SA4Q_jZXkcbajxGBxZU.jpg","http://qcloud.dpfile.com/pc/7dbUU2ieBVyoU-diEmo2EH3hVDZC-yxXBzWxCb430CRaj8dOY-P5RFGPEb1SGs0z.jpg"
2770,637,-1,"青蛇萌萌哒",4,0,2017,2,3,6,21,54,"昨天去的甘坑村，感觉地方还不错，人还是挺多的。里面见到了很多之前都没有看见过的花，竟然还看到了长了一树的莲雾。第一次见到莲雾感觉很神奇。从地铁坐车过去的，在五号线的下水径下车，换414路公交车，几站就可以到达甘坑村委。","http://qcloud.dpfile.com/pc/VKw7XjgnppEqpqjQmjtH_AuSBClUeAbSZRG7IokkBk1aj8dOY-P5RFGPEb1SGs0z.jpg","http://qcloud.dpfile.com/pc/uUJn8quk8RNEO5OvYrXgkfJFj3CYu9iZLeMeiWfok_CNI2YwUBqhZfAFjKB6H7OK.jpg","http://qcloud.dpfile.com/pc/7qJpzqAAqyVvVqOXBlJOMyeNMVlHBpBy5__4jFq9_7XJn81W6Fa25-j3oMj1nU3v.jpg"
2771,818,-1,"找找找美食",4,0,2016,1,7,13,33,50,"周末游客很多，设施还有待完善，里面有些小吃，价格不贵，古楼暂时不能进去观赏，走走看看可以逛半天，适合家庭去游玩","http://qcloud.dpfile.com/pc/MKPGWWlIiclpcTGONU4R5kIBPmRV3Jm9YjdKlncRcAUxG7cJk6iqLUc2dQ6mGxcb.jpg","http://qcloud.dpfile.com/pc/O9InwnWBM-w4f1s0Zx15raVisoWJ06gWuOBaZ_xomEI67BoLMOZOZUc5KNu8rjiH.jpg","http://qcloud.dpfile.com/pc/Nkc2-SDIZw4SWkRNqxle7J2-BYxCNxpDDxUwh7YKSLixUUowbivdOPaZ5jpRbi-v.jpg"
2772,802,-1,"名仕阁MSG",4,0,2016,10,5,13,6,32,"甘坑古村，第一次过嚟游玩。根据导航从市区过嚟10几公里路程。入村里面唔需要门票。停车都算方便。古村里面好多地方仲系施工阶段，。村里面唔算大，景色都唔错，而且好多餐厅同小食店。今日天气好，最适合一家大细过嚟逛逛。","http://qcloud.dpfile.com/pc/RrZODQKgfneXsvP1Lk0ffHQhsY_MT8aBTwWCoK-qY46axsvACQ8H7UDkejX_nwBh.jpg","http://qcloud.dpfile.com/pc/rLe0VBZu7vtv4aGuXbXwoiiYghWG7XwRrKZBr4qtq0DLCnwDKi-MOVwCi-2Wuecj.jpg","http://qcloud.dpfile.com/pc/JFo8OlwzDQymQSpJKVXJswAHybbt14bgnrPFPRSajh_mpnmp5jEiIoI0mN2VVfiS.jpg"
2773,405,-1,"dpuser_71093602161",5,0,2017,7,25,19,41,37,"这周深圳气温逐渐回升到26度很适合到处游玩，周末闻名而去的，真的古色古香，享有小丽江之称，天气好逛逛拍拍古装还是不错的，周末人很多，难得在这样喧闹的城市中保留一种岭南风情的客家古村，诗情画意的生活着……","http://qcloud.dpfile.com/pc/8y7KuF2uPa2Hc6ijFo4gjXpaV9a1mlaTq8X633SrFdRfa4bv9PksHqVDMc59oPTX.jpg","http://qcloud.dpfile.com/pc/DlPnkr2jdsJVVB5c2VIDF4h9zIcgq6k1LA4wwxTsprLbpla-ED1TbR6ibHCizcGo.jpg","http://qcloud.dpfile.com/pc/YfZiD4kbvx_7TcitwxgQxVWYN2NBCwtHsisnt2xmc5_h9K36XsBnlamIzSWZaoAy.jpg"
2774,301,-1,"美丽玉京",4,0,2017,4,24,12,7,29,"我是从深圳南山区蛇口工业区坐k204到田面公交站台下车、然后转m414在家家乐下车，下车就看到了甘坑客家小镇的标识～在深圳有不要门票、而有它独特风格的地方～又是休闲、聚会的好地方、很值得一家人来度假及休闲旅游。","http://qcloud.dpfile.com/pc/5gvfKAAvJ86_2V1zUPZe4vRbVnni5o28WzFOBHVNPrNKuoPChYym00jeS3a2KeBM.jpg","http://qcloud.dpfile.com/pc/yA4AdgHUJaVwuEjgfXdV7Ho8kN_AcWLruWm9TfFutA-nnHc4xE6FU_ZN-zF0hvcq.jpg","http://qcloud.dpfile.com/pc/LyCPqOFtSAKory-kDlMXrU_s5gOz5jPg5ROWvCkoyR4UZNWuADq_vmsIY3c4TqJL.jpg"
2775,476,-1,"一曲未尽半身香水",5,0,2017,9,18,13,22,23,"免费旅游的好地方啊！环境效果都挺好的","","",""
2776,775,-1,"衰河童变身",3,0,2016,2,23,13,47,18,"还是一个在完善中的景点，路过的话可以去看看，不用特意去。","","",""
2777,347,-1,"侯靖_1695",5,0,2017,5,11,17,49,16,"世外桃源啊，风景很好，很干净，值得一提，不用门票，很赞！","","",""
2778,602,-1,"dpuser_8468010964",5,2,2017,4,7,16,17,35,"几个好朋友每周末都要聚会一次，以前就是吃吃喝喝没什么意思，这次终于找到这个刺激好玩的帆船活动，美人鱼帆船俱乐部很专业哦，海景漂亮，教练又帅又有耐心，扬帆起航的感觉真好，还会再来的。","http://qcloud.dpfile.com/pc/VzR444zRskKLj6jYLGyKjUJ9P1RLhmkpSV0Xv3pkPbkOnVlWjRvMEDeSJ9Iuly8M.jpg","http://qcloud.dpfile.com/pc/B98YoWkEw0QIJ4JiO7fGdWlPiWN8mD2VfOs4_MSnlQqvUfSEWLnOs9Vq_Gu0SkrY.jpg","http://qcloud.dpfile.com/pc/2LctbSLcMjExiBg0DZTn4S6G6JwpjpUDJdnpbeWZK_fmpnmp5jEiIoI0mN2VVfiS.jpg"
2779,473,-1,"Amanda_140427",5,3,2017,5,3,13,22,22,"很安静，人不多，我们玩的是单人皮划艇，在海湾里划还是很有意思，有很多小朋友玩浆板。还可以玩帆船但是要凑够一船人","http://qcloud.dpfile.com/pc/g4qDu0L2-576r87p7Y1DZvF250GH5sJeGAbltCNZwJiJRWbmCfjFr-jdrwu2FVdN.jpg","",""
